DirectoryCombine.py

Well	Target_Name	003	029	157	174	197
692	hsa-miR-613-4380989A	28.809	29.923	29.365	27.898	29.556
693	hsa-miR-609-4380978A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
694	hsa-miR-608-4380976A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
695	hsa-miR-607-4380975A	35.469	Undetermined	Undetermined	33.937	31.586
696	hsa-miR-606-4380974A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
697	hsa-miR-605-4386742A	32.296	30.403	30.292	34.155	35.319
698	hsa-miR-604-4380973A	27.795	27.828	26.599	27.803	28.194
699	hsa-miR-600-4380963A	Undetermined	34.735	Undetermined	Undetermined	Undetermined
700	hsa-miR-599-4380962A	34.847	Undetermined	Undetermined	Undetermined	33.708
701	hsa-miR-596-4380959A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
702	hsa-miR-591-4380955A	27.169	27.905	26.375	27.496	26.624
703	hsa-miR-588-4380952A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
704	hsa-miR-584-4381026A	34.833	Undetermined	Undetermined	36.166	Undetermined
705	hsa-miR-581-4386744A	25.339	25.323	25.609	26.255	24.946
706	hsa-miR-580-4381024A	30.11	29.543	27.855	31.469	29.023
707	hsa-miR-578-4381022A	33.452	34.006	33.604	36.354	32.312
708	hsa-miR-572-4381017A	20.764	20.816	20.465	21.567	21.069
709	hsa-miR-571-4381016A	30.944	29.442	30.845	30.674	33.588
710	hsa-miR-566-4380943A	36.32	Undetermined	Undetermined	Undetermined	32.247
711	hsa-miR-562-4380939A	32.818	34.394	Undetermined	31.887	34.025
712	hsa-miR-559-4380937A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
713	hsa-miR-524-3p-4378087A	32.208	32.853	32.677	33.047	36.246
714	hsa-miR-519b-3p-4395495A	32.012	30.499	35.069	32.663	33.589
715	hsa-miR-497-4373222A	30.672	30.054	28.287	32.635	31.68
716	hsa-miR-432-4373280A	30.936	35.055	30.065	30.559	31.691
717	hsa-miR-409-3p-4395443A	21.88	22.706	21.541	23.069	22.767
718	hsa-miR-361-3p-4395227A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
719	hsa-miR-30d-4373059A	24.032	22.917	23.523	24.356	25.678
720	hsa-miR-302d-4373063A	24.226	24.328	23.608	24.459	23.657
721	hsa-miR-648-4381004A	34.279	Undetermined	31.096	34.17	Undetermined
722	hsa-miR-647-4381003A	Undetermined	36.377	Undetermined	Undetermined	Undetermined
723	hsa-miR-646-4381002A	24.816	24.999	23.227	Undetermined	24.609
724	hsa-miR-645-4381000A	25.814	26.314	20.877	26.156	24.917
725	hsa-miR-644-4380999A	30.281	30.966	34.451	29.703	30.178
726	hsa-miR-641-4380988A	31.567	Undetermined	31.163	32.05	35.484
727	hsa-miR-640-4386743A	26.758	27.25	26.805	30.019	27.725
728	hsa-miR-639-4380987A	32.331	36.507	33.489	32.654	Undetermined
729	hsa-miR-637-4380985A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
730	hsa-miR-635-4380982A	27.595	29.048	29.463	27.278	Undetermined
731	hsa-miR-634-4380981A	34.029	33.129	29.314	32.551	36.197
732	hsa-miR-633-4380979A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
733	hsa-miR-631-4380971A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
734	hsa-miR-628-3p-4395545A	31.988	30.246	32.008	33.363	31.969
735	hsa-miR-626-4380966A	32.194	Undetermined	31.369	31.314	35.179
736	hsa-miR-623-4386740A	30.31	29.101	28.946	28.728	29.462
737	hsa-miR-622-4380961A	28.969	27.601	28.13	30.618	27.886
738	hsa-miR-621-4381001A	27.758	28.006	31.459	30.614	31.769
739	hsa-miR-614-4380990A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
740	hsa-miR-613-4380989A	28.809	29.923	29.365	27.898	29.556
741	hsa-miR-609-4380978A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
742	hsa-miR-608-4380976A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
743	hsa-miR-607-4380975A	35.469	Undetermined	Undetermined	33.937	31.586
744	hsa-miR-606-4380974A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
745	hsa-miR-605-4386742A	32.296	30.403	30.292	34.155	35.319
746	hsa-miR-604-4380973A	27.795	27.828	26.599	27.803	28.194
747	hsa-miR-600-4380963A	Undetermined	34.735	Undetermined	Undetermined	Undetermined
748	hsa-miR-599-4380962A	34.847	Undetermined	Undetermined	Undetermined	33.708
749	hsa-miR-596-4380959A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
750	hsa-miR-591-4380955A	27.169	27.905	26.375	27.496	26.624
751	hsa-miR-588-4380952A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
752	hsa-miR-584-4381026A	34.833	Undetermined	Undetermined	36.166	Undetermined
753	hsa-miR-581-4386744A	25.339	25.323	25.609	26.255	24.946
754	hsa-miR-580-4381024A	30.11	29.543	27.855	31.469	29.023
755	hsa-miR-578-4381022A	33.452	34.006	33.604	36.354	32.312
756	hsa-miR-572-4381017A	20.764	20.816	20.465	21.567	21.069
757	hsa-miR-571-4381016A	30.944	29.442	30.845	30.674	33.588
758	hsa-miR-566-4380943A	36.32	Undetermined	Undetermined	Undetermined	32.247
759	hsa-miR-562-4380939A	32.818	34.394	Undetermined	31.887	34.025
760	hsa-miR-559-4380937A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
761	hsa-miR-524-3p-4378087A	32.208	32.853	32.677	33.047	36.246
762	hsa-miR-519b-3p-4395495A	32.012	30.499	35.069	32.663	33.589
763	hsa-miR-497-4373222A	30.672	30.054	28.287	32.635	31.68
764	hsa-miR-432-4373280A	30.936	35.055	30.065	30.559	31.691
765	hsa-miR-409-3p-4395443A	21.88	22.706	21.541	23.069	22.767
766	hsa-miR-361-3p-4395227A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
767	hsa-miR-30d-4373059A	24.032	22.917	23.523	24.356	25.678
768	hsa-miR-302d-4373063A	24.226	24.328	23.608	24.459	23.657
