DirectoryCombine.py

Well	Target_Name	003	029	157	174	197
665	hsa-miR-675-4395192A	Undetermined	Undetermined	3.879	Undetermined	Undetermined
666	hsa-miR-668-4395181A	-3.501	-4.24	-4.699	-3.694	-3.767
667	hsa-miR-662-4381010A	-5.429	-5.286	-6.782	-5.254	-6.372
668	hsa-miR-658-4380923A	Undetermined	Undetermined	6.96	Undetermined	5.141
669	hsa-miR-657-4380922A	-3.397	-3.796	-4.25	-2.62	-2.279
670	hsa-miR-656-4380920A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
671	hsa-miR-650-4381006A	-1.655	-0.624	-1.094	-0.692	-0.246
672	hsa-miR-649-4381005A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
673	hsa-miR-648-4381004A	5.197	Undetermined	2.082	4.931	Undetermined
674	hsa-miR-647-4381003A	Undetermined	7.25	Undetermined	Undetermined	Undetermined
675	hsa-miR-646-4381002A	-4.266	-4.128	-5.787	Undetermined	-4.716
676	hsa-miR-645-4381000A	-3.268	-2.813	-8.137	-3.083	-4.408
677	hsa-miR-644-4380999A	1.199	1.839	5.437	0.464	0.853
678	hsa-miR-641-4380988A	2.485	Undetermined	2.149	2.811	6.159
679	hsa-miR-640-4386743A	-2.324	-1.877	-2.209	0.78	-1.6
680	hsa-miR-639-4380987A	3.249	7.38	4.475	3.415	Undetermined
681	hsa-miR-637-4380985A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
682	hsa-miR-635-4380982A	-1.487	-0.079	0.449	-1.961	Undetermined
683	hsa-miR-634-4380981A	4.947	4.002	0.3	3.312	6.872
684	hsa-miR-633-4380979A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
685	hsa-miR-631-4380971A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
686	hsa-miR-628-3p-4395545A	2.906	1.119	2.994	4.124	2.644
687	hsa-miR-626-4380966A	3.112	Undetermined	2.355	2.075	5.854
688	hsa-miR-623-4386740A	1.228	-0.026	-0.068	-0.511	0.137
689	hsa-miR-622-4380961A	-0.113	-1.526	-0.884	1.379	-1.439
690	hsa-miR-621-4381001A	-1.324	-1.121	2.445	1.375	2.444
691	hsa-miR-614-4380990A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
692	hsa-miR-613-4380989A	-0.273	0.796	0.351	-1.341	0.231
693	hsa-miR-609-4380978A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
694	hsa-miR-608-4380976A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
695	hsa-miR-607-4380975A	6.387	Undetermined	Undetermined	4.698	2.261
696	hsa-miR-606-4380974A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
697	hsa-miR-605-4386742A	3.214	1.276	1.278	4.916	5.994
698	hsa-miR-604-4380973A	-1.287	-1.299	-2.415	-1.436	-1.131
699	hsa-miR-600-4380963A	Undetermined	5.608	Undetermined	Undetermined	Undetermined
700	hsa-miR-599-4380962A	5.765	Undetermined	Undetermined	Undetermined	4.383
701	hsa-miR-596-4380959A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
702	hsa-miR-591-4380955A	-1.913	-1.222	-2.639	-1.743	-2.701
703	hsa-miR-588-4380952A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
704	hsa-miR-584-4381026A	5.751	Undetermined	Undetermined	6.927	Undetermined
705	hsa-miR-581-4386744A	-3.743	-3.804	-3.405	-2.984	-4.379
706	hsa-miR-580-4381024A	1.028	0.416	-1.159	2.23	-0.302
707	hsa-miR-578-4381022A	4.37	4.879	4.59	7.115	2.987
708	hsa-miR-572-4381017A	-8.318	-8.311	-8.549	-7.672	-8.256
709	hsa-miR-571-4381016A	1.862	0.315	1.831	1.435	4.263
710	hsa-miR-566-4380943A	7.238	Undetermined	Undetermined	Undetermined	2.922
711	hsa-miR-562-4380939A	3.736	5.267	Undetermined	2.648	4.7
712	hsa-miR-559-4380937A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
713	hsa-miR-524-3p-4378087A	3.126	3.726	3.663	3.808	6.921
714	hsa-miR-519b-3p-4395495A	2.93	1.372	6.055	3.424	4.264
715	hsa-miR-497-4373222A	1.59	0.927	-0.727	3.396	2.355
716	hsa-miR-432-4373280A	1.854	5.928	1.051	1.32	2.366
717	hsa-miR-409-3p-4395443A	-7.202	-6.421	-7.473	-6.17	-6.558
718	hsa-miR-361-3p-4395227A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
719	hsa-miR-30d-4373059A	-5.05	-6.21	-5.491	-4.883	-3.647
720	hsa-miR-302d-4373063A	-4.856	-4.799	-5.406	-4.78	-5.668
721	hsa-miR-648-4381004A	5.197	Undetermined	2.082	4.931	Undetermined
722	hsa-miR-647-4381003A	Undetermined	7.25	Undetermined	Undetermined	Undetermined
723	hsa-miR-646-4381002A	-4.266	-4.128	-5.787	Undetermined	-4.716
724	hsa-miR-645-4381000A	-3.268	-2.813	-8.137	-3.083	-4.408
725	hsa-miR-644-4380999A	1.199	1.839	5.437	0.464	0.853
726	hsa-miR-641-4380988A	2.485	Undetermined	2.149	2.811	6.159
727	hsa-miR-640-4386743A	-2.324	-1.877	-2.209	0.78	-1.6
728	hsa-miR-639-4380987A	3.249	7.38	4.475	3.415	Undetermined
729	hsa-miR-637-4380985A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
730	hsa-miR-635-4380982A	-1.487	-0.079	0.449	-1.961	Undetermined
731	hsa-miR-634-4380981A	4.947	4.002	0.3	3.312	6.872
732	hsa-miR-633-4380979A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
733	hsa-miR-631-4380971A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
734	hsa-miR-628-3p-4395545A	2.906	1.119	2.994	4.124	2.644
735	hsa-miR-626-4380966A	3.112	Undetermined	2.355	2.075	5.854
736	hsa-miR-623-4386740A	1.228	-0.026	-0.068	-0.511	0.137
737	hsa-miR-622-4380961A	-0.113	-1.526	-0.884	1.379	-1.439
738	hsa-miR-621-4381001A	-1.324	-1.121	2.445	1.375	2.444
739	hsa-miR-614-4380990A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
740	hsa-miR-613-4380989A	-0.273	0.796	0.351	-1.341	0.231
741	hsa-miR-609-4380978A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
742	hsa-miR-608-4380976A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
743	hsa-miR-607-4380975A	6.387	Undetermined	Undetermined	4.698	2.261
744	hsa-miR-606-4380974A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
745	hsa-miR-605-4386742A	3.214	1.276	1.278	4.916	5.994
746	hsa-miR-604-4380973A	-1.287	-1.299	-2.415	-1.436	-1.131
747	hsa-miR-600-4380963A	Undetermined	5.608	Undetermined	Undetermined	Undetermined
748	hsa-miR-599-4380962A	5.765	Undetermined	Undetermined	Undetermined	4.383
749	hsa-miR-596-4380959A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
750	hsa-miR-591-4380955A	-1.913	-1.222	-2.639	-1.743	-2.701
751	hsa-miR-588-4380952A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
752	hsa-miR-584-4381026A	5.751	Undetermined	Undetermined	6.927	Undetermined
753	hsa-miR-581-4386744A	-3.743	-3.804	-3.405	-2.984	-4.379
754	hsa-miR-580-4381024A	1.028	0.416	-1.159	2.23	-0.302
755	hsa-miR-578-4381022A	4.37	4.879	4.59	7.115	2.987
756	hsa-miR-572-4381017A	-8.318	-8.311	-8.549	-7.672	-8.256
757	hsa-miR-571-4381016A	1.862	0.315	1.831	1.435	4.263
758	hsa-miR-566-4380943A	7.238	Undetermined	Undetermined	Undetermined	2.922
759	hsa-miR-562-4380939A	3.736	5.267	Undetermined	2.648	4.7
760	hsa-miR-559-4380937A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
761	hsa-miR-524-3p-4378087A	3.126	3.726	3.663	3.808	6.921
762	hsa-miR-519b-3p-4395495A	2.93	1.372	6.055	3.424	4.264
763	hsa-miR-497-4373222A	1.59	0.927	-0.727	3.396	2.355
764	hsa-miR-432-4373280A	1.854	5.928	1.051	1.32	2.366
765	hsa-miR-409-3p-4395443A	-7.202	-6.421	-7.473	-6.17	-6.558
766	hsa-miR-361-3p-4395227A	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
767	hsa-miR-30d-4373059A	-5.05	-6.21	-5.491	-4.883	-3.647
768	hsa-miR-302d-4373063A	-4.856	-4.799	-5.406	-4.78	-5.668
